Saison;Compétition;Journée;Date;Dom./Ext.;Pour;Contre;Résultat;Pos.;Minute;À ce moment;Type de but;Passeur
Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05;Saison 04/05
Saison 04/05;2ª B - Grupo III;2;05/09/2004;D;FC Barcelona (1.);Girona FC (5.);01:02;AiG;65';01:02;Tir du pied gauche;Dani Fernández
Saison 04/05;2ª B - Grupo III;4;18/09/2004;D;FC Barcelona (1.);RCD Espanyol B (17.);02:00;AiG;88';02:00;Tir du pied gauche;Dani Fernández
Saison 04/05;2ª B - Grupo III;10;31/10/2004;E;FC Barcelona (1.);Villajoyosa CF (8.);02:01;MO;2';00:01;Non rapporté;
Saison 04/05;2ª B - Grupo III;14;28/11/2004;E;FC Barcelona (1.);UE Figueres (15.);02:02;MO;20';00:01;Non rapporté;
Saison 04/05;2ª B - Grupo III;17;19/12/2004;D;FC Barcelona (1.);CD Alcoyano (11.);02:00;AC;40';02:00;Tir du pied gauche;
Saison 04/05;2ª B - Grupo III;33;23/04/2005;D;FC Barcelona (1.);UE Figueres (11.);02:02;MO;15';02:00;Tir du pied droit;Paco Montañés
Saison 04/05;LaLiga;34;01/05/2005;D;FC Barcelona (1.);Albacete (19.);02:00;AC;90'+1;02:00;Tir du pied gauche;Ronaldinho
Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06;Saison 05/06
Saison 05/06;UEFA Champions League;Gruppenphase;02/11/2005;D;FC Barcelona ;Panathinaikos;05:00;AiD;34';03:00;Tir du pied gauche;
Saison 05/06;LaLiga;13;27/11/2005;D;FC Barcelona (1.);Racing (18.);04:01;AiD;51';02:00;Tir du pied gauche;Samuel Eto'o
Saison 05/06;LaLiga;19;15/01/2006;D;FC Barcelona (1.);Athletic (19.);02:01;AiD;50';02:01;Tir du pied gauche;Mark van Bommel
Saison 05/06;LaLiga;20;22/01/2006;D;FC Barcelona (1.);Alavés (19.);02:00;AC;82';02:00;Tir du pied gauche;Ronaldinho
Saison 05/06;LaLiga;21;29/01/2006;E;FC Barcelona (1.);RCD Mallorca (17.);00:03;AC;75';00:02;Tir du pied droit;Sylvinho
Saison 05/06;Coupe du Roi;Viertelfinale;01/02/2006;D;FC Barcelona ;Real Zaragoza;02:01;AC;42';01:00;Tête;Ludovic Giuly
Saison 05/06;LaLiga;24;18/02/2006;D;FC Barcelona (1.);Real Betis (15.);05:01;AiD;84';05:01;Tir du pied gauche;
Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07;Saison 06/07
Saison 06/07;LaLiga;1;28/08/2006;E;FC Barcelona (2.);Celta de Vigo (18.);02:03;AiG;59';01:02;Tir du pied gauche;Andrés Iniesta
Saison 06/07;LaLiga;2;09/09/2006;D;FC Barcelona (4.);CA Osasuna (19.);03:00;AiD;36';03:00;Tir du pied gauche;Samuel Eto'o
Saison 06/07;UEFA Champions League;Gruppenphase;27/09/2006;E;FC Barcelona ;Werder Bremen;01:01;AiD;89';01:01;Tir du pied gauche;Deco
Saison 06/07;LaLiga;6;15/10/2006;D;FC Barcelona (1.);Séville FC (3.);03:01;AiD;80';03:01;Tir du pied droit;Xavi
Saison 06/07;LaLiga;26;10/03/2007;D;FC Barcelona (2.);Real Madrid (4.);03:03;AiD;11';01:01;Tir du pied gauche;Samuel Eto'o
Saison 06/07;;;;;;;;;28';02:02;Tir du pied gauche;
Saison 06/07;;;;;;;;;90'+1;03:03;Tir du pied gauche;Ronaldinho
Saison 06/07;LaLiga;27;17/03/2007;E;FC Barcelona (1.);Recr. Huelva (7.);00:04;AiD;86';00:04;Tir du pied gauche;
Saison 06/07;LaLiga;28;31/03/2007;D;FC Barcelona (1.);Dep. La Coruña (12.);02:01;AiD;45';01:00;Tir du pied gauche;Ronaldinho
Saison 06/07;Coupe du Roi;Halbfinale;18/04/2007;D;FC Barcelona ;FC Getafe;05:02;AiD;29';02:00;Action solitaire;Xavi
Saison 06/07;;;;;;;;;45';03:00;Tir du pied gauche;Deco
Saison 06/07;LaLiga;35;20/05/2007;E;FC Barcelona (2.);Atlético Madrid (6.);00:06;AiD;39';00:01;Tir du pied gauche;Samuel Eto'o
Saison 06/07;;;;;;;;;80';00:05;Tir du pied gauche;Giovanni van Bronckhorst
Saison 06/07;LaLiga;37;09/06/2007;D;FC Barcelona (2.);Esp. Barcelona (12.);02:02;AiD;43';01:01;Non rapporté;Gianluca Zambrotta
Saison 06/07;;;;;;;;;57';02:01;Tir du pied droit;Deco
Saison 06/07;LaLiga;38;17/06/2007;E;FC Barcelona (2.);Gimnàstic (20.);01:05;AiD;34';00:02;Tir du pied gauche;Deco
Saison 06/07;;;;;;;;;51';00:04;Tir du pied gauche;Deco
Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08;Saison 07/08
Saison 07/08;UEFA Champions League;Gruppenphase;19/09/2007;D;FC Barcelona ;Ol. Lyonnais;03:00;AiD;82';02:00;Tir du pied gauche;Andrés Iniesta
Saison 07/08;LaLiga;4;22/09/2007;D;FC Barcelona (5.);Séville FC (2.);02:01;AiD;72';01:00;Tir du pied gauche;Thierry Henry
Saison 07/08;;;;;;;;;79';02:00;Penalty;
Saison 07/08;LaLiga;5;26/09/2007;D;FC Barcelona (4.);Real Zaragoza (8.);04:01;AiD;5';01:00;Tir du pied gauche;Thierry Henry
Saison 07/08;;;;;;;;;10';02:01;Tir du pied gauche;Deco
Saison 07/08;LaLiga;6;29/09/2007;E;FC Barcelona (4.);UD Levante (20.);01:04;AiD;50';00:04;Tir du pied gauche;Deco
Saison 07/08;UEFA Champions League;Gruppenphase;02/10/2007;E;FC Barcelona ;VfB Stuttgart;00:02;AiD;66';00:02;Tir dévié dans le but;Thierry Henry
Saison 07/08;LaLiga;7;07/10/2007;D;FC Barcelona (4.);Atlético Madrid (5.);03:00;AiD;19';02:00;Tir du pied gauche;Ronaldinho
Saison 07/08;LaLiga;9;28/10/2007;D;FC Barcelona (4.);UD Almería (9.);02:00;AiD;80';02:00;Penalty;
Saison 07/08;UEFA Champions League;Gruppenphase;07/11/2007;D;FC Barcelona ;Glasgow Rangers;02:00;AiD;41';02:00;But de près;
Saison 07/08;LaLiga;13;24/11/2007;D;FC Barcelona (2.);Recr. Huelva (17.);03:00;AiD;81';03:00;Penalty;
Saison 07/08;UEFA Champions League;Gruppenphase;27/11/2007;E;FC Barcelona ;Ol. Lyonnais;02:02;AiD;58';01:02;Penalty;
Saison 07/08;UEFA Champions League;Achtelfinale;20/02/2008;E;FC Barcelona ;Celtic Glasgow;02:03;AiD;18';01:01;Tir du pied gauche;Deco
Saison 07/08;;;;;;;;;79';02:03;Tir du pied gauche;
Saison 07/08;LaLiga;25;24/02/2008;D;FC Barcelona (2.);UD Levante (20.);05:01;AiD;44';02:01;Tir du pied gauche;Xavi
Saison 07/08;LaLiga;35;04/05/2008;D;FC Barcelona (2.);FC Valencia (13.);06:00;AiD;5';01:00;Penalty;
Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09;Saison 08/09
Saison 08/09;LaLiga;2;13/09/2008;D;FC Barcelona (16.);Racing (12.);01:01;AiD;70';01:00;Penalty;
Saison 08/09;LaLiga;3;21/09/2008;E;FC Barcelona(17.);Sporting Gijón (20.);01:06;AiD;85';01:05;Tir du pied gauche;Andrés Iniesta
Saison 08/09;;;;;;;;;89';01:06;Tête;Xavi
Saison 08/09;LaLiga;5;27/09/2008;E;FC Barcelona (6.);Esp. Barcelona (8.);01:02;AiD;90';01:02;Penalty;
Saison 08/09;UEFA Champions League;Gruppenphase;01/10/2008;E;FC Barcelona ;Shakhtar D.;01:02;AiD;87';01:01;Tir du pied droit;Bojan Krkic
Saison 08/09;;;;;;;;;90'+2;01:02;Tir du pied gauche;Xavi
Saison 08/09;LaLiga;6;04/10/2008;D;FC Barcelona (5.);Atlético Madrid (7.);06:01;AiD;8';03:00;Coup-franc direct;
Saison 08/09;UEFA Champions League;Gruppenphase;22/10/2008;E;FC Barcelona ;FC Bâle;00:05;AC;4';00:01;Tir du pied gauche;Dani Alves
Saison 08/09;LaLiga;9;01/11/2008;E;FC Barcelona (2.);Málaga CF (6.);01:04;AiD;19';01:02;Tir du pied gauche;
Saison 08/09;UEFA Champions League;Gruppenphase;04/11/2008;D;FC Barcelona ;FC Bâle;01:01;AiD;61';01:00;Tir du pied gauche;Thierry Henry
Saison 08/09;Coupe du Roi;4.Runde;12/11/2008;D;FC Barcelona ;Benidorm;01:00;AiD;86';01:00;Rebond de penalty;
Saison 08/09;LaLiga;11;16/11/2008;E;FC Barcelona (1.);Recr. Huelva (17.);00:02;AiD;51';00:01;Tir du pied gauche;Xavi
Saison 08/09;UEFA Champions League;Gruppenphase;26/11/2008;E;FC Barcelona ;Sporting CP;02:05;AiD;49';00:03;Tir du pied gauche;Dani Alves
Saison 08/09;LaLiga;13;29/11/2008;E;FC Barcelona (1.);Séville FC (5.);00:03;AiD;78';00:02;Tir du pied gauche;Xavi
Saison 08/09;;;;;;;;;90'+2;00:03;Tir du pied gauche;Aleksandr Hleb
Saison 08/09;LaLiga;15;13/12/2008;D;FC Barcelona (1.);Real Madrid (5.);02:00;AiD;89';02:00;But en contre-attaque;Thierry Henry
Saison 08/09;Coupe du Roi;Achtelfinale;06/01/2009;E;FC Barcelona ;Atlético Madrid;01:03;AiD;11';00:01;Tir du pied gauche;Dani Alves
Saison 08/09;;;;;;;;;57';00:02;Penalty;
Saison 08/09;;;;;;;;;79';01:03;Tir du pied droit;Andrés Iniesta
Saison 08/09;LaLiga;18;11/01/2009;E;FC Barcelona (1.);CA Osasuna (20.);02:03;AiD;84';02:03;Tir du pied gauche;Dani Alves
Saison 08/09;LaLiga;19;17/01/2009;D;FC Barcelona (1.);Dep. La Coruña (7.);05:00;AiD;21';01:00;Tir du pied gauche;
Saison 08/09;LaLiga;20;24/01/2009;D;FC Barcelona (1.);CD Numancia (17.);04:01;AiD;49';01:00;Tir du pied gauche;Dani Alves
Saison 08/09;;;;;;;;;76';04:01;Tir du pied droit;
Saison 08/09;LaLiga;21;01/02/2009;E;FC Barcelona (1.);Racing (9.);01:02;AiD;65';01:01;Tir du pied droit;Xavi
Saison 08/09;;;;;;;;;81';01:02;Tir du pied droit;
Saison 08/09;LaLiga;25;01/03/2009;E;FC Barcelona (1.);Atlético Madrid (7.);04:03;AiD;30';00:02;Tir du pied gauche;
Saison 08/09;Coupe du Roi;Halbfinale;04/03/2009;E;FC Barcelona ;RCD Mallorca;01:01;AiD;81';01:01;Tir du pied gauche;Gerard Piqué
Saison 08/09;LaLiga;26;07/03/2009;D;FC Barcelona (1.);Athletic (11.);02:00;AiD;31';02:00;Penalty;
Saison 08/09;UEFA Champions League;Achtelfinale;11/03/2009;D;FC Barcelona ;Ol. Lyonnais;05:02;AiD;40';03:00;Tir du pied gauche;Samuel Eto'o
Saison 08/09;LaLiga;28;22/03/2009;D;FC Barcelona (1.);Málaga CF (6.);06:00;AiD;26';02:00;Tir du pied droit;Xavi
Saison 08/09;UEFA Champions League;Viertelfinale;08/04/2009;D;FC Barcelona ;Bayern Munich;04:00;AiD;9';01:00;Tir du pied gauche;Samuel Eto'o
Saison 08/09;;;;;;;;;38';03:00;Tir du pied droit;Thierry Henry
Saison 08/09;LaLiga;31;18/04/2009;E;FC Barcelona (1.);FC Getafe (14.);00:01;AiD;18';00:01;Tir du pied gauche;Xavi
Saison 08/09;LaLiga;33;25/04/2009;E;FC Barcelona (1.);FC Valencia (4.);02:02;AiD;23';00:01;Tir du pied gauche;Andrés Iniesta
Saison 08/09;LaLiga;34;02/05/2009;E;FC Barcelona (1.);Real Madrid (2.);02:06;AC;35';01:03;Tir du pied gauche;Xavi
Saison 08/09;;;;;;;;;75';02:05;Tir du pied gauche;Xavi
Saison 08/09;Coupe du Roi;Finale;13/05/2009;D;FC Barcelona ;Athletic;04:01;AiD;55';02:01;Tir du pied gauche;Samuel Eto'o
Saison 08/09;UEFA Champions League;Finale;27/05/2009;D;FC Barcelona ;Manchester Utd.;02:00;AiD;70';02:00;Tête;Xavi
Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10;Saison 09/10
Saison 09/10;Supercopa;Finale;23/08/2009;D;FC Barcelona ;Athletic;03:00;AiD;50';01:00;Tir du pied droit;Zlatan Ibrahimovi?
Saison 09/10;;;;;;;;;68';02:00;Penalty;
Saison 09/10;LaLiga;2;12/09/2009;E;FC Barcelona (2.);FC Getafe (1.);00:02;AiD;78';00:02;Tête;Zlatan Ibrahimovi?
Saison 09/10;LaLiga;3;19/09/2009;D;FC Barcelona (1.);Atlético Madrid (17.);05:02;AiD;15';02:00;Tir du pied gauche;Xavi
Saison 09/10;;;;;;;;;90'+3;05:02;Tir du pied droit;Dani Alves
Saison 09/10;LaLiga;4;22/09/2009;E;FC Barcelona (2.);Racing (10.);01:04;AiD;23';00:02;Tir du pied gauche;Xavi
Saison 09/10;;;;;;;;;63';00:04;Tir du pied gauche;Xavi
Saison 09/10;UEFA Champions League;Gruppenphase;29/09/2009;D;FC Barcelona ;Dynamo Kyiv;02:00;AiD;25';01:00;Tir du pied gauche;Andrés Iniesta
Saison 09/10;LaLiga;8;25/10/2009;D;FC Barcelona (1.);Real Zaragoza (13.);06:01;AiD;80';05:01;Tir du pied gauche;Andrés Iniesta
Saison 09/10;LaLiga;10;07/11/2009;D;FC Barcelona (1.);RCD Mallorca (5.);04:02;AiD;86';04:01;Penalty;
Saison 09/10;Coupe du Roi;4.Runde;10/11/2009;D;FC Barcelona ;CyD Leonesa;05:00;AiD;64';04:00;Tir du pied gauche;Pedro
Saison 09/10;LaLiga;13;05/12/2009;E;FC Barcelona (1.);Dep. La Coruña (5.);01:03;AiD;26';00:01;Tir du pied gauche;Dani Alves
Saison 09/10;;;;;;;;;80';01:02;Tête;Pedro
Saison 09/10;UEFA Champions League;Gruppenphase;09/12/2009;E;FC Barcelona ;Dynamo Kyiv;01:02;AiD;86';01:02;Coup-franc direct;
Saison 09/10;Mondial des clubs;Halbfinale;16/12/2009;E;FC Barcelona ;Atlante;01:03;AiD;55';01:02;Tir du pied gauche;Zlatan Ibrahimovi?
Saison 09/10;Mondial des clubs;Finale;19/12/2009;E;FC Barcelona ;Estudiantes LP;1:2 ap;AiD;110';01:02;Torse;Dani Alves
Saison 09/10;LaLiga;17;10/01/2010;E;FC Barcelona (1.);CD Tenerife (17.);00:05;AiD;36';00:01;Tir du pied gauche;Bojan Krkic
Saison 09/10;;;;;;;;;45';00:03;Tir du pied droit;Bojan Krkic
Saison 09/10;;;;;;;;;75';00:04;Tir du pied gauche;Bojan Krkic
Saison 09/10;LaLiga;18;16/01/2010;D;FC Barcelona (1.);Séville FC (5.);04:00;AiD;85';03:00;Tir du pied gauche;Dani Alves
Saison 09/10;;;;;;;;;90'+1;04:00;Tir du pied gauche;Éric Abidal
Saison 09/10;LaLiga;19;23/01/2010;E;FC Barcelona (1.);Real Valladolid (17.);00:03;AiD;54';00:03;Tir du pied gauche;Zlatan Ibrahimovi?
Saison 09/10;LaLiga;21;06/02/2010;D;FC Barcelona (1.);FC Getafe (7.);02:01;AiD;7';01:00;Tir du pied gauche;Yaya Touré
Saison 09/10;LaLiga;24;27/02/2010;D;FC Barcelona (1.);Málaga CF (12.);02:01;MO;84';02:01;Tir du pied droit;Dani Alves
Saison 09/10;LaLiga;25;06/03/2010;E;FC Barcelona (1.);UD Almería (13.);02:02;AiD;42';01:01;Coup-franc direct;
Saison 09/10;;;;;;;;;66';02:02;Tir du pied gauche;
Saison 09/10;LaLiga;26;14/03/2010;D;FC Barcelona (1.);FC Valencia (3.);03:00;AC;56';01:00;Tir du pied gauche;Xavi
Saison 09/10;;;;;;;;;80';02:00;Tir du pied gauche;Thierry Henry
Saison 09/10;;;;;;;;;82';03:00;Tir du pied droit;Thierry Henry
Saison 09/10;UEFA Champions League;Achtelfinale;17/03/2010;D;FC Barcelona ;VfB Stuttgart;04:00;AC;13';01:00;Tir du pied gauche;Yaya Touré
Saison 09/10;;;;;;;;;56';03:00;Tir du pied gauche;Dani Alves
Saison 09/10;LaLiga;27;21/03/2010;E;FC Barcelona (1.);Real Zaragoza (17.);02:04;AiD;4';00:01;Tête;Pedro
Saison 09/10;;;;;;;;;65';00:02;Tir du pied gauche;
Saison 09/10;;;;;;;;;78';00:03;Tir du pied gauche;Andrés Iniesta
Saison 09/10;LaLiga;30;03/04/2010;D;FC Barcelona (1.);Athletic (6.);04:01;AC;67';04:00;Tir du pied gauche;Pedro
Saison 09/10;UEFA Champions League;Viertelfinale;06/04/2010;D;FC Barcelona ;Arsenal;04:01;AC;21';01:01;Tir du pied gauche;
Saison 09/10;;;;;;;;;37';02:01;Tir du pied droit;Pedro
Saison 09/10;;;;;;;;;42';03:01;Tir du pied gauche;Seydou Keita
Saison 09/10;;;;;;;;;88';04:01;Action solitaire;
Saison 09/10;LaLiga;31;10/04/2010;E;FC Barcelona (1.);Real Madrid (2.);00:02;AC;32';00:01;Tir du pied droit;Xavi
Saison 09/10;LaLiga;35;01/05/2010;E;FC Barcelona (1.);Villarreal CF (6.);01:04;AC;18';00:01;Tir du pied gauche;Xavi
Saison 09/10;;;;;;;;;87';01:04;Tir du pied gauche;Dani Alves
Saison 09/10;LaLiga;36;04/05/2010;D;FC Barcelona (1.);CD Tenerife (18.);04:01;AiD;16';01:00;Tir du pied droit;Zlatan Ibrahimovi?
Saison 09/10;;;;;;;;;90'+3;04:01;Tir du pied droit;Dani Alves
Saison 09/10;LaLiga;37;08/05/2010;E;FC Barcelona (1.);Séville FC (4.);02:03;AC;5';00:01;Tir du pied gauche;Maxwell
Saison 09/10;LaLiga;38;16/05/2010;D;FC Barcelona (1.);Real Valladolid (16.);04:00;AC;61';03:00;Tir du pied droit;Yaya Touré
Saison 09/10;;;;;;;;;74';04:00;Tir du pied gauche;Yaya Touré
Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11;Saison 10/11
Saison 10/11;Supercopa;Finale;21/08/2010;D;FC Barcelona ;Séville FC;04:00;AiD;25';02:00;Tir du pied gauche;Xavi
Saison 10/11;;;;;;;;;43';03:00;Tir du pied droit;Dani Alves
Saison 10/11;;;;;;;;;90'+1;04:00;Tir du pied gauche;Andrés Iniesta
Saison 10/11;LaLiga;1;29/08/2010;E;FC Barcelona (1.);Racing (12.);00:03;AiD;3';00:01;Tir du pied gauche;Andrés Iniesta
Saison 10/11;UEFA Champions League;Gruppenphase;14/09/2010;D;FC Barcelona ;Panathinaikos;05:01;AC;22';01:01;Tir du pied gauche;Xavi
Saison 10/11;;;;;;;;;45';03:01;Tir du pied gauche;Pedro
Saison 10/11;LaLiga;3;19/09/2010;E;FC Barcelona (11.);Atlético Madrid (1.);01:02;AC;12';00:01;Tir du pied gauche;Pedro
Saison 10/11;LaLiga;6;03/10/2010;D;FC Barcelona (3.);RCD Mallorca (11.);01:01;AC;20';01:00;Tir du pied gauche;Pedro
Saison 10/11;UEFA Champions League;Gruppenphase;20/10/2010;D;FC Barcelona ;FC Copenhague;02:00;AC;18';01:00;Tir du pied gauche;Andrés Iniesta
Saison 10/11;;;;;;;;;90'+1;02:00;Tir du pied gauche;Éric Abidal
